student_id,term_name,program_id,program_name,school,class_level,student_profile,continuing_student_flag,hold_status,active_hold_flag,hold_type,registration_status,credits_completed,expected_credits,upper_division_completed,expected_upper_division,required_completion_ratio,osu_gpa,residence_met_flag,core_met_flag,world_language_met_flag,professional_progression_met_flag,audit_status,audit_reason,audit_issue_group,graduation_stage,eligible_flag,applied_flag,award_ready_flag,queue_name,queue_priority,urgency,issue_summary,recommended_action
REG-05028,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,93,84,17,9,0.576,3.21,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05029,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,73,84,14,9,0.508,2.96,1,1,1,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-05030,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,161,174,58,60,0.931,3.11,1,0,1,1,off_track,Core curriculum incomplete,Core Curriculum,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Core curriculum incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-05031,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,No Hold,0,None,registered,194,174,74,60,1.0,3.01,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,ready_to_award,1,1,1,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05032,2026 Winter,BANA,Business Analytics,Business,Junior,strong,1,No Hold,0,None,registered,149,132,42,34,0.881,3.58,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05033,2026 Winter,SEED,Secondary Education,Education,Junior,risk,1,No Hold,0,None,registered,110,132,35,34,0.701,3.02,1,0,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-05034,2026 Winter,ELED,Elementary Education,Education,Junior,steady,1,No Hold,0,None,registered,127,132,37,34,0.729,3.2,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05035,2026 Winter,ELED,Elementary Education,Education,Freshman,strong,0,No Hold,0,None,registered,38,36,5,0,0.223,3.73,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05036,2026 Winter,BUAD,Business Administration,Business,Junior,risk,1,No Hold,0,None,registered,132,132,29,34,0.64,1.88,0,1,1,1,off_track,GPA below 2.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 2.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05037,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,83,84,4,9,0.47,2.99,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05038,2026 Winter,SEED,Secondary Education,Education,Senior,steady,1,Active Hold,1,Financial,blocked,182,174,54,60,0.943,3.13,0,1,1,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-05039,2026 Winter,BANA,Business Analytics,Business,Senior,strong,1,No Hold,0,None,registered,179,174,63,60,1.0,3.81,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05040,2026 Winter,ELED,Elementary Education,Education,Junior,steady,1,No Hold,0,None,registered,128,132,34,34,0.825,3.0,0,1,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05041,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,Active Hold,1,Academic,blocked,134,132,29,34,0.687,3.43,1,1,1,1,near_risk,Upper-division progress below plan,Upper Division,not_in_window,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-05042,2026 Winter,ELED,Elementary Education,Education,Sophomore,strong,1,Active Hold,1,Financial,blocked,87,84,11,9,0.632,3.63,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-05043,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,No Hold,0,None,registered,143,132,36,34,0.596,2.96,0,1,0,1,near_risk,Major requirements behind plan,Major Requirements,not_in_window,0,0,0,Watchlist,3,Medium,Major requirements behind plan,Monitor progress and confirm the next registration plan before census.
REG-05044,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,No Hold,0,None,not_registered,173,174,60,60,1.0,3.42,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05045,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,85,84,0,9,0.337,3.05,1,1,1,1,near_risk,Major requirements behind plan,Major Requirements,not_in_window,0,0,0,Watchlist,3,Medium,Major requirements behind plan,Monitor progress and confirm the next registration plan before census.
REG-05046,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,No Hold,0,None,registered,48,36,9,0,0.299,2.93,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05047,2026 Winter,ELED,Elementary Education,Education,Freshman,steady,0,No Hold,0,None,registered,36,36,7,0,0.179,2.63,1,1,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05048,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,No Hold,0,None,registered,171,174,64,60,1.0,3.47,1,1,0,1,off_track,World language requirement incomplete,World Language,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,World language requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-05049,2026 Winter,SEED,Secondary Education,Education,Freshman,steady,0,No Hold,0,None,registered,25,36,10,0,0.319,2.95,1,1,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05050,2026 Winter,BANA,Business Analytics,Business,Junior,steady,1,No Hold,0,None,registered,124,132,36,34,0.735,3.02,1,1,1,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-05051,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,82,84,10,9,0.511,3.41,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05052,2026 Winter,SEED,Secondary Education,Education,Freshman,risk,0,No Hold,0,None,registered,39,36,0,0,0.08,2.65,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05053,2026 Winter,SEED,Secondary Education,Education,Junior,strong,1,No Hold,0,None,registered,145,132,36,34,0.795,3.44,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05054,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,registered,91,84,15,9,0.53,3.5,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05055,2026 Winter,ELED,Elementary Education,Education,Junior,strong,1,Active Hold,1,Financial,blocked,138,132,47,34,0.86,3.72,1,1,0,1,near_risk,World language requirement still open,World Language,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-05056,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,No Hold,0,None,registered,49,36,0,0,0.12,3.45,1,1,1,1,near_risk,Major requirements behind plan,Major Requirements,not_in_window,0,0,0,Watchlist,3,Medium,Major requirements behind plan,Monitor progress and confirm the next registration plan before census.
REG-05057,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,Active Hold,1,Financial,blocked,177,174,69,60,0.989,2.81,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_eligible,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-05058,2026 Winter,SEED,Secondary Education,Education,Junior,steady,1,No Hold,0,None,registered,124,132,37,34,0.883,3.27,1,0,1,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-05059,2026 Winter,BUAD,Business Administration,Business,Freshman,risk,0,No Hold,0,None,registered,11,36,0,0,0.209,2.17,1,0,0,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-05060,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,registered,105,84,13,9,0.498,3.55,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05061,2026 Winter,BANA,Business Analytics,Business,Senior,risk,1,No Hold,0,None,registered,167,174,44,60,0.852,2.08,1,1,1,1,off_track,Upper-division progress materially behind,Upper Division,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Upper-division progress materially behind,Review audit exceptions and create a term-by-term completion plan.
REG-05062,2026 Winter,BUAD,Business Administration,Business,Senior,steady,1,No Hold,0,None,registered,168,174,55,60,0.918,3.13,0,1,1,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Residence requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-05063,2026 Winter,ELED,Elementary Education,Education,Freshman,risk,0,No Hold,0,None,registered,26,36,0,0,0.08,2.72,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05064,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,registered,97,84,15,9,0.511,3.19,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05065,2026 Winter,SEED,Secondary Education,Education,Freshman,strong,0,No Hold,0,None,registered,29,36,0,0,0.204,3.51,1,0,0,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-05066,2026 Winter,ELED,Elementary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,67,84,12,9,0.539,2.94,1,0,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05067,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,registered,38,36,7,0,0.517,3.68,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05068,2026 Winter,ELED,Elementary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,90,84,7,9,0.459,2.87,1,1,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05069,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,181,174,57,60,1.0,3.31,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05070,2026 Winter,BANA,Business Analytics,Business,Senior,strong,1,Active Hold,1,Financial,blocked,182,174,58,60,1.0,3.75,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-05071,2026 Winter,ELED,Elementary Education,Education,Freshman,risk,0,No Hold,0,None,registered,30,36,0,0,0.115,2.61,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05072,2026 Winter,BUAD,Business Administration,Business,Senior,steady,1,No Hold,0,None,registered,162,174,71,60,0.944,2.91,1,1,1,1,near_risk,Credit pace behind term expectation,Credits,not_eligible,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-05073,2026 Winter,ELED,Elementary Education,Education,Senior,strong,1,No Hold,0,None,registered,178,174,64,60,0.993,3.93,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05074,2026 Winter,BANA,Business Analytics,Business,Freshman,risk,0,No Hold,0,None,registered,19,36,0,0,0.106,2.39,0,0,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-05075,2026 Winter,ELED,Elementary Education,Education,Sophomore,steady,1,Active Hold,1,Financial,blocked,89,84,13,9,0.612,3.04,1,1,0,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-05076,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,No Hold,0,None,registered,29,36,0,0,0.254,3.03,1,0,0,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-05077,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,not_registered,91,84,2,9,0.342,2.9,1,1,0,1,near_risk,Major requirements behind plan,Major Requirements,not_in_window,0,0,0,Watchlist,3,Medium,Major requirements behind plan,Monitor progress and confirm the next registration plan before census.
REG-05078,2026 Winter,BANA,Business Analytics,Business,Freshman,strong,0,No Hold,0,None,registered,43,36,4,0,0.374,3.33,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05079,2026 Winter,SEED,Secondary Education,Education,Freshman,strong,0,No Hold,0,None,registered,36,36,11,0,0.383,3.26,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05080,2026 Winter,BANA,Business Analytics,Business,Freshman,risk,0,No Hold,0,None,registered,1,36,0,0,0.08,2.03,0,0,0,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-05081,2026 Winter,BANA,Business Analytics,Business,Sophomore,steady,1,Active Hold,1,Financial,registered,71,84,9,9,0.445,3.2,0,1,0,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-05082,2026 Winter,BANA,Business Analytics,Business,Sophomore,risk,1,No Hold,0,None,registered,59,84,0,9,0.438,2.71,1,0,0,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-05083,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,Active Hold,1,Academic,blocked,171,174,53,60,1.0,3.71,1,1,1,1,near_risk,Upper-division progress below plan,Upper Division,not_eligible,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-05084,2026 Winter,SEED,Secondary Education,Education,Freshman,steady,0,No Hold,0,None,registered,32,36,0,0,0.209,3.13,1,1,1,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-05085,2026 Winter,BANA,Business Analytics,Business,Freshman,strong,0,No Hold,0,None,registered,41,36,0,0,0.371,3.78,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05086,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,No Hold,0,None,registered,31,36,0,0,0.08,3.24,1,1,1,1,near_risk,Major requirements behind plan,Major Requirements,not_in_window,0,0,0,Watchlist,3,Medium,Major requirements behind plan,Monitor progress and confirm the next registration plan before census.
REG-05087,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,No Hold,0,None,registered,20,36,10,0,0.123,3.41,1,1,0,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-05088,2026 Winter,BANA,Business Analytics,Business,Freshman,strong,0,No Hold,0,None,registered,37,36,5,0,0.254,3.36,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05089,2026 Winter,SEED,Secondary Education,Education,Junior,strong,1,No Hold,0,None,registered,133,132,35,34,0.836,3.8,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05090,2026 Winter,BANA,Business Analytics,Business,Junior,steady,1,No Hold,0,None,registered,127,132,34,34,0.757,3.09,1,1,0,1,near_risk,World language requirement still open,World Language,not_in_window,0,0,0,Watchlist,3,Medium,World language requirement still open,Monitor progress and confirm the next registration plan before census.
REG-05091,2026 Winter,ELED,Elementary Education,Education,Senior,strong,1,Active Hold,1,Financial,blocked,184,174,69,60,1.0,3.38,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,eligible_not_applied,1,0,0,Hold Resolution,1,High,Financial hold blocking registration,Send graduation application reminder and complete outreach follow-up.
REG-05092,2026 Winter,BANA,Business Analytics,Business,Senior,risk,1,No Hold,0,None,registered,165,174,41,60,0.838,2.19,0,0,1,1,off_track,Upper-division progress materially behind,Upper Division,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Upper-division progress materially behind,Review audit exceptions and create a term-by-term completion plan.
REG-05093,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,Active Hold,1,Administrative,blocked,160,174,57,60,0.954,2.89,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_eligible,0,0,0,Hold Resolution,1,High,Administrative hold blocking registration,Resolve missing records or administrative documentation.
REG-05094,2026 Winter,ELED,Elementary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,80,84,3,9,0.569,3.56,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05095,2026 Winter,BUAD,Business Administration,Business,Senior,steady,1,No Hold,0,None,registered,169,174,48,60,0.908,2.96,1,1,1,1,off_track,Upper-division progress materially behind,Upper Division,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Upper-division progress materially behind,Review audit exceptions and create a term-by-term completion plan.
REG-05096,2026 Winter,ELED,Elementary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,88,84,4,9,0.406,3.11,1,0,0,0,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-05097,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,not_registered,50,36,0,0,0.343,3.65,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05098,2026 Winter,SEED,Secondary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,89,84,11,9,0.465,3.33,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05099,2026 Winter,BANA,Business Analytics,Business,Freshman,steady,0,Active Hold,1,Administrative,not_registered,48,36,1,0,0.153,3.0,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05100,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,85,84,3,9,0.489,3.03,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05101,2026 Winter,ELED,Elementary Education,Education,Freshman,strong,0,No Hold,0,None,registered,59,36,16,0,0.429,3.47,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05102,2026 Winter,BUAD,Business Administration,Business,Freshman,risk,0,No Hold,0,None,registered,5,36,0,0,0.088,2.49,1,0,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-05103,2026 Winter,BUAD,Business Administration,Business,Sophomore,risk,1,Active Hold,1,Administrative,registered,80,84,11,9,0.289,1.78,1,0,0,1,off_track,GPA below 2.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 2.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05104,2026 Winter,ELED,Elementary Education,Education,Senior,strong,1,No Hold,0,None,registered,175,174,65,60,1.0,3.36,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05105,2026 Winter,ELED,Elementary Education,Education,Freshman,strong,0,No Hold,0,None,registered,48,36,4,0,0.273,3.62,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05106,2026 Winter,ELED,Elementary Education,Education,Senior,risk,1,No Hold,0,None,registered,168,174,53,60,0.907,2.54,1,1,0,1,off_track,GPA below 3.0 program floor,GPA,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05107,2026 Winter,ELED,Elementary Education,Education,Freshman,risk,0,No Hold,0,None,registered,30,36,0,0,0.196,2.44,0,0,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-05108,2026 Winter,BUAD,Business Administration,Business,Junior,risk,1,Active Hold,1,Administrative,registered,102,132,26,34,0.619,2.14,1,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-05109,2026 Winter,BANA,Business Analytics,Business,Junior,risk,1,No Hold,0,None,registered,109,132,29,34,0.578,2.75,1,1,0,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-05110,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,Active Hold,1,Financial,blocked,82,84,9,9,0.46,3.04,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-05111,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,No Hold,0,None,registered,138,132,42,34,0.861,3.47,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05112,2026 Winter,BUAD,Business Administration,Business,Senior,risk,1,No Hold,0,None,not_registered,170,174,56,60,0.85,2.63,1,0,1,1,off_track,Core curriculum incomplete,Core Curriculum,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Core curriculum incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-05113,2026 Winter,BANA,Business Analytics,Business,Junior,strong,1,No Hold,0,None,not_registered,144,132,35,34,0.871,3.4,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05114,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,Active Hold,1,Academic,blocked,143,132,37,34,0.815,3.42,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-05115,2026 Winter,BUAD,Business Administration,Business,Senior,risk,1,Active Hold,1,Academic,blocked,153,174,60,60,0.783,2.66,1,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_eligible,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-05116,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,No Hold,0,None,registered,185,174,64,60,0.987,3.44,0,1,1,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Residence requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-05117,2026 Winter,BANA,Business Analytics,Business,Junior,strong,1,No Hold,0,None,not_registered,137,132,39,34,0.75,3.35,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05118,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,registered,91,84,10,9,0.49,3.45,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-05119,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,No Hold,0,None,registered,138,132,26,34,0.72,2.86,1,1,0,1,near_risk,Upper-division progress below plan,Upper Division,not_in_window,0,0,0,Watchlist,3,Medium,Upper-division progress below plan,Monitor progress and confirm the next registration plan before census.
